RESULT	增救.v 2100005001	救 1.0	保护 0.9	杀 0.8	护 0.7	接 0.6	放 0.5	保住 0.3999999999999999	延接 0.29999999999999993	生杀 0.19999999999999996
RESULT	邻里.v 2106003017	邻里 1.0	里 0.9	邻 0.8	好 0.7	亲 0.6	鄰里 0.5	亲子 0.3999999999999999	邻家 0.29999999999999993	亲密 0.19999999999999996	邻居 0.09999999999999998
RESULT	邻里.v 2106003038	邻里 1.0	了 0.9	居民 0.8	好 0.7	其 0.6	的 0.5	邻 0.3999999999999999	社区 0.29999999999999993	家庭 0.19999999999999996	社会 0.09999999999999998
RESULT	邻里.v 2106004023	邻里 1.0	的 0.9	好 0.8	新 0.7	化 0.6	人 0.5	朋友 0.3999999999999999	亲子 0.29999999999999993	亲友 0.19999999999999996	家庭 0.09999999999999998
RESULT	关系.v 2106002006	关系 1.0	关 0.9	系 0.8	缘 0.7	情 0.6	沟 0.5	系统 0.3999999999999999	环境 0.29999999999999993	联系 0.19999999999999996	形象 0.09999999999999998
RESULT	关系.v 2106003018	关系 1.0	关 0.9	系 0.8	情 0.7	间 0.6	人 0.5	联系 0.3999999999999999	系统 0.29999999999999993	互动 0.19999999999999996	情谊 0.09999999999999998
RESULT	关系.v 2106003039	关系 1.0	关 0.9	情 0.8	沟 0.7	间 0.6	， 0.5	生活 0.3999999999999999	环境 0.29999999999999993	联系 0.19999999999999996	相处 0.09999999999999998
RESULT	关系.v 2106004024	关系 1.0	关 0.9	系 0.8	间 0.7	网 0.6	圈 0.5	联系 0.3999999999999999	系统 0.29999999999999993	体系 0.19999999999999996	关联 0.09999999999999998
RESULT	搞好.v 2106002008	搞好 1.0	搞 0.9	好 0.8	抓 0.7	做 0.6	和 0.5	做好 0.3999999999999999	抓好 0.29999999999999993	加强 0.19999999999999996	弄好 0.09999999999999998
RESULT	精神文明.v 2106002010	精神文明 1.0	文明 0.9	精神 0.8	文化 0.7	精明 0.6	社区 0.5	道德 0.3999999999999999	诚信 0.29999999999999993	环境 0.19999999999999996	廉政 0.09999999999999998
RESULT	建设.v 2106002011	建设 1.0	建 0.9	设 0.8	化 0.7	办 0.6	日 0.5	建筑 0.3999999999999999	设设 0.29999999999999993	装设 0.19999999999999996	治理 0.09999999999999998
RESULT	发起.v 2106002013	发起 1.0	发 0.9	开 0.8	举 0.7	办 0.6	起 0.5	举起 0.3999999999999999	发动 0.29999999999999993	举办 0.19999999999999996	开展 0.09999999999999998
RESULT	帮.v 2106002018	帮 1.0	助您 0.9	忙 0.8	助 0.7	忙忙 0.6	扶 0.5	请 0.3999999999999999	摆 0.29999999999999993	救 0.19999999999999996	拿 0.09999999999999998
RESULT	帮.v 2106004003	帮 1.0	家帮 0.9	助 0.8	忙 0.7	请 0.6	解 0.5	救 0.3999999999999999	问 0.29999999999999993	说 0.19999999999999996	再忙 0.09999999999999998
RESULT	忙.v 2106002020	忙 1.0	帮 0.9	助 0.8	急 0.7	烦 0.6	困 0.5	人 0.3999999999999999	紧 0.29999999999999993	急忙 0.19999999999999996	困难 0.09999999999999998
RESULT	忙.v 2106004005	忙 1.0	帮忙 0.9	帮 0.8	大忙 0.7	朋友 0.6	助 0.5	急 0.3999999999999999	急忙 0.29999999999999993	烦 0.19999999999999996	办法 0.09999999999999998
RESULT	互助.v 2106002023	互助 1.0	帮 0.9	会 0.8	行 0.7	节 0.6	互帮 0.5	互动 0.3999999999999999	帮助 0.29999999999999993	相助 0.19999999999999996	自助 0.09999999999999998
RESULT	连.v 2106003004	连 1.0	连心 0.9	连连 0.8	联 0.7	连身 0.6	同 0.5	关 0.3999999999999999	連 0.29999999999999993	交 0.19999999999999996	通 0.09999999999999998
RESULT	评议.v 2106003008	评议 1.0	议 0.9	评 0.8	谈 0.7	论 0.6	论坛 0.5	推荐 0.3999999999999999	建议 0.29999999999999993	咨询 0.19999999999999996	批评 0.09999999999999998
RESULT	文明.v 2106003011	文明 1.0	了 0.9	好 0.8	小 0.7	文化 0.6	诚信 0.5	公明 0.3999999999999999	理想 0.29999999999999993	绿色 0.19999999999999996	社区 0.09999999999999998
RESULT	志愿者.v 2106003012	志愿 1.0	愿者 0.9	愿景 0.8	愿望 0.7	组织 0.6	工作 0.5	社区 0.3999999999999999	记者 0.29999999999999993	义工 0.19999999999999996	群众 0.09999999999999998
RESULT	监督.v 2106003013	监督 1.0	督 0.9	监 0.8	陪 0.7	巡 0.6	督察 0.5	保护 0.3999999999999999	督导 0.29999999999999993	评议 0.19999999999999996	检查 0.09999999999999998
RESULT	岗.v 2106003014	岗 1.0	岗位 0.9	窗口 0.8	单位 0.7	小组 0.6	机构 0.5	基地 0.3999999999999999	班子 0.29999999999999993	职位 0.19999999999999996	工作 0.09999999999999998
RESULT	设置.v 2106003016	设置 1.0	置 0.9	设 0.8	做 0.7	为 0.6	设立 0.5	安置 0.3999999999999999	制作 0.29999999999999993	布置 0.19999999999999996	装置 0.09999999999999998
RESULT	公益.v 2106003019	公益 1.0	益 0.9	公 0.8	微 0.7	大 0.6	广益 0.5	私益 0.3999999999999999	公关 0.29999999999999993	公开 0.19999999999999996	服务 0.09999999999999998
RESULT	广告.v 2106003020	广告 1.0	广 0.9	告 0.8	栏 0.7	屏 0.6	台 0.5	广播 0.3999999999999999	公告 0.29999999999999993	宣传 0.19999999999999996	告示 0.09999999999999998
RESULT	广告.v 2107004021	广告 1.0	告 0.9	信 0.8	广 0.7	单 0.6	书 0.5	报告 0.3999999999999999	告知 0.29999999999999993	公告 0.19999999999999996	通告 0.09999999999999998
RESULT	广告.v 2107005013	广告 1.0	告 0.9	车 0.8	广 0.7	费 0.6	宣传 0.5	告知 0.3999999999999999	告白 0.29999999999999993	告示 0.19999999999999996	信息 0.09999999999999998
RESULT	形式.v 2106003022	形式 1.0	等 0.9	式 0.8	法 0.7	的 0.6	方式 0.5	方 0.3999999999999999	模式 0.29999999999999993	办法 0.19999999999999996	举措 0.09999999999999998
RESULT	居民.v 2106003026	居民 1.0	民 0.9	人 0.8	里 0.7	内 0.6	主 0.5	人民 0.3999999999999999	民众 0.29999999999999993	住民 0.19999999999999996	住户 0.09999999999999998
RESULT	居民.v 2106003045	民 1.0	居民 0.9	之 0.8	邻里 0.7	社区 0.6	群 0.5	群众 0.3999999999999999	其 0.29999999999999993	互相 0.19999999999999996	党员 0.09999999999999998
RESULT	提供.v 2106003027	提供 1.0	供 0.9	提 0.8	有 0.7	给 0.6	多 0.5	供给 0.3999999999999999	提提 0.29999999999999993	提高 0.19999999999999996	供应 0.09999999999999998
RESULT	相识.v 2106003029	相识 1.0	识 0.9	亲 0.8	爱 0.7	解 0.6	见 0.5	认识 0.3999999999999999	互动 0.29999999999999993	相知 0.19999999999999996	相见 0.09999999999999998
RESULT	交往.v 2106003031	交往 1.0	交 0.9	谐 0.8	往 0.7	谈 0.6	解 0.5	沟通 0.3999999999999999	交通 0.29999999999999993	交流 0.19999999999999996	互动 0.09999999999999998
RESULT	机会.v 2106003033	机会 1.0	岗 0.9	机 0.8	桥 0.7	会 0.6	人 0.5	机遇 0.3999999999999999	机制 0.29999999999999993	平台 0.19999999999999996	会所 0.09999999999999998
RESULT	创造.v 2106003040	创造 1.0	造 0.9	创 0.8	辟 0.7	提 0.6	设 0.5	制造 0.3999999999999999	营造 0.29999999999999993	打造 0.19999999999999996	构造 0.09999999999999998
RESULT	条件.v 2106003042	条件 1.0	条 0.9	件 0.8	环 0.7	机 0.6	人 0.5	环境 0.3999999999999999	机件 0.29999999999999993	條件 0.19999999999999996	基础 0.09999999999999998
RESULT	增进.v 2106003050	增进 1.0	进 0.9	增 0.8	加 0.7	强 0.6	多 0.5	增强 0.3999999999999999	增加 0.29999999999999993	加进 0.19999999999999996	提进 0.09999999999999998
RESULT	友谊.v 2106003057	友 1.0	友谊 0.9	友情 0.8	友好 0.7	朋友 0.6	谊 0.5	交往 0.3999999999999999	爱 0.29999999999999993	朋 0.19999999999999996	缘 0.09999999999999998
RESULT	道.v 2106004008	道 1.0	表达 0.9	却道 0.8	说明 0.7	表现 0.6	说道 0.5	说 0.3999999999999999	表示 0.29999999999999993	写 0.19999999999999996	喊 0.09999999999999998
RESULT	向往.v 2106004012	向往 1.0	对 0.9	向 0.8	爱 0.7	想 0.6	求 0.5	渴望 0.3999999999999999	想要 0.29999999999999993	期盼 0.19999999999999996	期待 0.09999999999999998
RESULT	友情.v 2106004013	友情 1.0	爱 0.9	友 0.8	情 0.7	家 0.6	您 0.5	朋友 0.3999999999999999	亲情 0.29999999999999993	爱情 0.19999999999999996	友谊 0.09999999999999998
RESULT	心声.v 2106004015	心声 1.0	心 0.9	话 0.8	声 0.7	情 0.6	爱 0.5	心情 0.3999999999999999	心愿 0.29999999999999993	意愿 0.19999999999999996	衷肠 0.09999999999999998
RESULT	反映.v 2106004017	反映 1.0	映 0.9	道 0.8	说 0.7	写 0.6	反 0.5	表达 0.3999999999999999	表现 0.29999999999999993	反应 0.19999999999999996	反射 0.09999999999999998
RESULT	渴望.v 2106004020	渴望 1.0	想 0.9	对 0.8	欲 0.7	要 0.6	盼 0.5	希望 0.3999999999999999	盼望 0.29999999999999993	渴求 0.19999999999999996	期待 0.09999999999999998
RESULT	愿望.v 2106004026	愿望 1.0	愿 0.9	心 0.8	想 0.7	爱 0.6	梦 0.5	欲望 0.3999999999999999	希望 0.29999999999999993	渴望 0.19999999999999996	愿景 0.09999999999999998
RESULT	婚姻.v 2107001006	婚姻 1.0	婚 0.9	性 0.8	的 0.7	姻 0.6	女 0.5	婚恋 0.3999999999999999	结婚 0.29999999999999993	婚庆 0.19999999999999996	恋爱 0.09999999999999998
RESULT	婚姻.v 2107002005	婚姻 1.0	性 0.9	婚 0.8	女 0.7	姻 0.6	新 0.5	结婚 0.3999999999999999	婚恋 0.29999999999999993	家庭 0.19999999999999996	婚嫁 0.09999999999999998
RESULT	婚姻.v 2107003003	婚姻 1.0	婚 0.9	性 0.8	姻 0.7	人 0.6	该 0.5	婚恋 0.3999999999999999	婚嫁 0.29999999999999993	结婚 0.19999999999999996	房产 0.09999999999999998
RESULT	婚姻.v 2107003027	婚姻 1.0	性 0.9	婚 0.8	了 0.7	该 0.6	其 0.5	婚恋 0.3999999999999999	结婚 0.29999999999999993	婚庆 0.19999999999999996	房产 0.09999999999999998
RESULT	婚姻.v 2107004012	婚姻 1.0	性 0.9	婚 0.8	搞 0.7	做 0.6	婚恋 0.5	结婚 0.3999999999999999	婚嫁 0.29999999999999993	恋爱 0.19999999999999996	家庭 0.09999999999999998
RESULT	婚姻.v 2107005009	婚姻 1.0	婚 0.9	性 0.8	某 0.7	婚恋 0.6	婚嫁 0.5	结婚 0.3999999999999999	职业 0.29999999999999993	姻缘 0.19999999999999996	房产 0.09999999999999998
RESULT	介绍所.v 2107001007	介绍 1.0	公司 0.9	场所 0.8	机构 0.7	绍介 0.6	会所 0.5	媒介 0.3999999999999999	登记 0.29999999999999993	平台 0.19999999999999996	协会 0.09999999999999998
RESULT	介绍所.v 2107002006	介绍 1.0	会所 0.9	公司 0.8	登记 0.7	场所 0.6	绍介 0.5	部门 0.3999999999999999	顾问 0.29999999999999993	诊所 0.19999999999999996	中介 0.09999999999999998
RESULT	介绍所.v 2107003004	介绍 1.0	绍介 0.9	会所 0.8	公司 0.7	场所 0.6	登记 0.5	推介 0.3999999999999999	顾问 0.29999999999999993	协会 0.19999999999999996	交易 0.09999999999999998
RESULT	介绍所.v 2107005010	介绍 1.0	公司 0.9	绍介 0.8	会所 0.7	场所 0.6	媒介 0.5	相关 0.3999999999999999	机构 0.29999999999999993	传媒 0.19999999999999996	网站 0.09999999999999998
RESULT	批准.v 2107001015	批准 1.0	批 0.9	准 0.8	核 0.7	审 0.6	的 0.5	审批 0.3999999999999999	核准 0.29999999999999993	许可 0.19999999999999996	准许 0.09999999999999998
RESULT	未.v 2107001018	未 1.0	未有 0.9	没有 0.8	尚未 0.7	从未 0.6	无法 0.5	没 0.3999999999999999	仍未 0.29999999999999993	并未 0.19999999999999996	没法 0.09999999999999998
RESULT	个人.v 2107002002	个人 1.0	人 0.9	其 0.8	个 0.7	谁 0.6	你 0.5	单位 0.3999999999999999	私人 0.29999999999999993	他人 0.19999999999999996	家庭 0.09999999999999998
RESULT	开办.v 2107002003	开办 1.0	开 0.9	办 0.8	设 0.7	创办 0.6	开设 0.5	建 0.3999999999999999	营 0.29999999999999993	经营 0.19999999999999996	举办 0.09999999999999998
RESULT	挂靠.v 2107002008	挂靠 1.0	挂 0.9	靠 0.8	开 0.7	贴 0.6	有 0.5	掛靠 0.3999999999999999	悬挂 0.29999999999999993	停靠 0.19999999999999996	倚靠 0.09999999999999998
RESULT	门下.v 2107002014	门下 1.0	门 0.9	下 0.8	家 0.7	口 0.6	上 0.5	门上 0.3999999999999999	门口 0.29999999999999993	楼下 0.19999999999999996	窗下 0.09999999999999998
RESULT	只.v 2107002019	只 1.0	只要 0.9	仅只 0.8	仅仅 0.7	不只 0.6	并不 0.5	不会 0.3999999999999999	从不 0.29999999999999993	主要 0.19999999999999996	不仅 0.09999999999999998
RESULT	收取.v 2107002020	收取 1.0	收 0.9	交 0.8	要 0.7	收收 0.6	管 0.5	缴 0.3999999999999999	征收 0.29999999999999993	免收 0.19999999999999996	收到 0.09999999999999998
RESULT	管理费.v 2107002021	管理 1.0	费用 0.9	收费 0.8	经费 0.7	税费 0.6	工资 0.5	电费 0.3999999999999999	运费 0.29999999999999993	管制 0.19999999999999996	监管 0.09999999999999998
RESULT	很少.v 2107002023	很少 1.0	少 0.9	不 0.8	没 0.7	无 0.6	多 0.5	极少 0.3999999999999999	较少 0.29999999999999993	不少 0.19999999999999996	没有 0.09999999999999998
RESULT	过问.v 2107002024	过问 1.0	问 0.9	过 0.8	说 0.7	谈 0.6	见 0.5	问问 0.3999999999999999	过访 0.29999999999999993	问题 0.19999999999999996	上访 0.09999999999999998
RESULT	更.v 2107003000	更 1.0	很 0.9	最 0.8	较 0.7	许 0.6	众 0.5	多 0.3999999999999999	还 0.29999999999999993
RESULT	社区.v 2107003008	社区 1.0	民 0.9	人 0.8	您 0.7	区 0.6	你 0.5	社会 0.3999999999999999	居民 0.29999999999999993	公益 0.19999999999999996	婚姻 0.09999999999999998
RESULT	社区.v 2107003020	社区 1.0	区 0.9	社 0.8	新 0.7	性 0.6	婚姻 0.5	社会 0.3999999999999999	区域 0.29999999999999993	居民 0.19999999999999996	婚庆 0.09999999999999998
RESULT	旗号.v 2107003011	旗号 1.0	旗 0.9	号 0.8	名 0.7	牌 0.6	旗帜 0.5	旗子 0.3999999999999999	名号 0.29999999999999993	口号 0.19999999999999996	号召 0.09999999999999998
RESULT	区.v 2107003014	区 1.0	社区 0.9	区级 0.8	区区 0.7	各区 0.6	市区 0.5	辖区 0.3999999999999999	地区 0.29999999999999993	该区 0.19999999999999996	城区 0.09999999999999998
RESULT	民政.v 2107003015	民政 1.0	政 0.9	民 0.8	各 0.7	社 0.6	公 0.5	政府 0.3999999999999999	公安 0.29999999999999993	社会 0.19999999999999996	社保 0.09999999999999998
RESULT	申办.v 2107003017	申办 1.0	办 0.9	申 0.8	领 0.7	理 0.6	拿 0.5	申请 0.3999999999999999	办理 0.29999999999999993	领取 0.19999999999999996	举办 0.09999999999999998
RESULT	证.v 2107003022	证 1.0	证件 0.9	证明 0.8	凭证 0.7	认证 0.6	许可 0.5	执照 0.3999999999999999	签证 0.29999999999999993	合同 0.19999999999999996	资格 0.09999999999999998
RESULT	便.v 2107003024	便 1.0	即可 0.9	随即 0.8	方便 0.7	然后 0.6	即便 0.5	顺利 0.3999999999999999	并且 0.29999999999999993	就便 0.19999999999999996	顺便 0.09999999999999998
RESULT	开始.v 2107003025	开始 1.0	始 0.9	可 0.8	开 0.7	能 0.6	已 0.5	开展 0.3999999999999999	开门 0.29999999999999993	准备 0.19999999999999996	正式 0.09999999999999998
RESULT	从事.v 2107003026	从事 1.0	了 0.9	做 0.8	从 0.7	事 0.6	办 0.5	进行 0.3999999999999999	经营 0.29999999999999993	开展 0.19999999999999996	参与 0.09999999999999998
RESULT	介绍.v 2107003028	介绍 1.0	的 0.9	介 0.8	类 0.7	证 0.6	等 0.5	推介 0.3999999999999999	登记 0.29999999999999993	绍介 0.19999999999999996	相关 0.09999999999999998
RESULT	介绍.v 2107004013	介绍 1.0	介 0.9	谈 0.8	绍 0.7	法 0.6	秀 0.5	绍介 0.3999999999999999	推介 0.29999999999999993	推广 0.19999999999999996	登记 0.09999999999999998
RESULT	业务.v 2107003029	业务 1.0	业 0.9	了 0.8	所 0.7	吧 0.6	等 0.5	服务 0.3999999999999999	事业 0.29999999999999993	事务 0.19999999999999996	工作 0.09999999999999998
RESULT	不善.v 2107004002	不善 1.0	善 0.9	好 0.8	差 0.7	难 0.6	恶 0.5	不良 0.3999999999999999	不力 0.29999999999999993	良好 0.19999999999999996	良善 0.09999999999999998
RESULT	道德.v 2107004007	道德 1.0	道 0.9	理 0.8	德 0.7	信 0.6	礼 0.5	道理 0.3999999999999999	礼貌 0.29999999999999993	道义 0.19999999999999996	信用 0.09999999999999998
RESULT	幌子.v 2107004015	幌子 1.0	幌 0.9	名 0.8	号 0.7	旗 0.6	牌 0.5	旗号 0.3999999999999999	名义 0.29999999999999993	旗子 0.19999999999999996	噱头 0.09999999999999998
RESULT	采用.v 2107004017	采用 1.0	以 0.9	用 0.8	采 0.7	采取 0.6	还 0.5	借 0.3999999999999999	利用 0.29999999999999993	使用 0.19999999999999996	采过 0.09999999999999998
RESULT	刊登.v 2107004018	刊登 1.0	刊 0.9	了 0.8	登 0.7	挂 0.6	卖 0.5	刊载 0.3999999999999999	登载 0.29999999999999993	发布 0.19999999999999996	举报 0.09999999999999998
RESULT	虚假.v 2107004019	虚假 1.0	假 0.9	伪 0.8	虚 0.7	虚伪 0.6	的 0.5	反 0.3999999999999999	假冒 0.29999999999999993	真假 0.19999999999999996	虚拟 0.09999999999999998
RESULT	虚假.v 2107005012	虚假 1.0	假 0.9	伪 0.8	虚伪 0.7	小 0.6	虚 0.5	假冒 0.3999999999999999	真假 0.29999999999999993	虚拟 0.19999999999999996	真实 0.09999999999999998
RESULT	征婚.v 2107004020	征婚 1.0	性 0.9	的 0.8	婚 0.7	征 0.6	徵婚 0.5	求婚 0.3999999999999999	征信 0.29999999999999993	招聘 0.19999999999999996	结婚 0.09999999999999998
RESULT	手段.v 2107004023	手段 1.0	来 0.9	， 0.8	等 0.7	法 0.6	段 0.5	方式 0.3999999999999999	方法 0.29999999999999993	手法 0.19999999999999996	措施 0.09999999999999998
RESULT	骗人.v 2107004024	骗 1.0	骗人 0.9	骗取 0.8	诈 0.7	诈骗 0.6	赚 0.5	偷 0.3999999999999999	抢 0.29999999999999993	诈取 0.19999999999999996	欺骗 0.09999999999999998
RESULT	钱财.v 2107004025	钱财 1.0	钱 0.9	财 0.8	的 0.7	家 0.6	眼 0.5	财产 0.3999999999999999	财富 0.29999999999999993	资金 0.19999999999999996	资财 0.09999999999999998
RESULT	一家.v 2107005008	一家 1.0	某 0.9	该 0.8	一 0.7	其 0.6	家 0.5	这家 0.3999999999999999	一个 0.29999999999999993	多家 0.19999999999999996	某家 0.09999999999999998
RESULT	蒙骗.v 2107005015	蒙骗 1.0	蒙 0.9	骗 0.8	欺 0.7	诈 0.6	哄 0.5	欺骗 0.3999999999999999	蒙蔽 0.29999999999999993	骗走 0.19999999999999996	诈骗 0.09999999999999998
RESULT	白搭.v 2107005017	白搭 1.0	花 0.9	搭 0.8	交 0.7	收 0.6	骗 0.5	白花 0.3999999999999999	骗取 0.29999999999999993	骗走 0.19999999999999996	冒领 0.09999999999999998
RESULT	几百元.v 2107005020	几百 1.0	几千 0.9	几十 0.8	幾百 0.7	数百 0.6	多元 0.5	上千 0.3999999999999999	多万 0.29999999999999993	上百 0.19999999999999996	两百 0.09999999999999998
RESULT	登记.v 2107005022	登记 1.0	记 0.9	册 0.8	证 0.7	注 0.6	录 0.5	手续 0.3999999999999999	注册 0.29999999999999993	登录 0.19999999999999996	报名 0.09999999999999998
RESULT	费.v 2107005023	费 1.0	手续 0.9	登记 0.8	资料 0.7	注册 0.6	办理 0.5	服务 0.3999999999999999	工资 0.29999999999999993	通知 0.19999999999999996	证明 0.09999999999999998
RESULT	费.v 2107005028	费 1.0	礼 0.9	金 0.8	时间 0.7	资料 0.6	会费 0.5	花费 0.3999999999999999	钱 0.29999999999999993	电话 0.19999999999999996	资格 0.09999999999999998
RESULT	见面.v 2107005027	见面 1.0	面 0.9	证 0.8	话 0.7	面试 0.6	会 0.5	议 0.3999999999999999	会员 0.29999999999999993	谈判 0.19999999999999996	交通 0.09999999999999998
RESULT	却.v 2107005031	却 1.0	竟然 0.9	一直 0.8	还是 0.7	而且 0.6	最后 0.5	并且 0.3999999999999999	再也 0.29999999999999993	从此 0.19999999999999996	不但 0.09999999999999998
RESULT	找.v 2107005032	找 1.0	找寻 0.9	找到 0.8	看 0.7	得 0.6	寻 0.5	再也 0.3999999999999999	拿 0.29999999999999993	想 0.19999999999999996	去 0.09999999999999998
RESULT	地方.v 2107005035	地方 1.0	人 0.9	处 0.8	地 0.7	钱 0.6	处方 0.5	地点 0.3999999999999999	方法 0.29999999999999993	地址 0.19999999999999996	对方 0.09999999999999998
RESULT	投诉.v 2107005036	投诉 1.0	投 0.9	诉 0.8	找 0.7	打 0.6	咨询 0.5	诉讼 0.3999999999999999	举报 0.29999999999999993	诉求 0.19999999999999996	诉苦 0.09999999999999998
RESULT	呼吁.v 2107007000	呼吁 1.0	吁 0.9	请 0.8	盼 0.7	望 0.6	愿 0.5	希望 0.3999999999999999	敦促 0.29999999999999993	鼓励 0.19999999999999996	吁请 0.09999999999999998
RESULT	尽快.v 2107007004	尽快 1.0	， 0.9	要 0.8	应 0.7	快 0.6	将 0.5	尽速 0.3999999999999999	尽早 0.29999999999999993	迅速 0.19999999999999996	及时 0.09999999999999998
RESULT	制止.v 2107007013	制止 1.0	止 0.9	制 0.8	防 0.7	遏 0.6	杜 0.5	防止 0.3999999999999999	遏止 0.29999999999999993	遏制 0.19999999999999996	杜绝 0.09999999999999998
RESULT	行为.v 2107007018	行为 1.0	行 0.9	案 0.8	等 0.7	化 0.6	事 0.5	活动 0.3999999999999999	行动 0.29999999999999993	行径 0.19999999999999996	现象 0.09999999999999998
RESULT	汽车.v 2108001003	汽车 1.0	重 0.9	化 0.8	轻 0.7	汽 0.6	车 0.5	轿车 0.3999999999999999	车辆 0.29999999999999993	电子 0.19999999999999996	整车 0.09999999999999998
RESULT	汽车.v 2108001010	汽车 1.0	车 0.9	汽 0.8	轿车 0.7	车辆 0.6	机车 0.5	客车 0.3999999999999999	动车 0.29999999999999993	新车 0.19999999999999996	货车 0.09999999999999998
