RESULT	增救.v 2100005001	救 2.360103017165401	保护 1.7931066188209615	保住 1.736622187260124	杀 1.544793045988785	生杀 1.5016750371595946	护 1.4228846120780734	放 1.4215957318614216	接 1.3371678831635874	延接 1.3201661652760588
RESULT	形式.v 2106003022	方式 3.0975539746811154	手段 2.933050329105395	方法 2.9204558030381262	模式 2.901526589880358	措施 2.8878765594364677	途径 2.87337223043627	办法 2.8538675266827953	形态 2.8494795525554975	型式 2.8073864915089835	举措 2.7739014681986216
RESULT	居民.v 2106003026	人民 2.8838419312763457	公民 2.822353054702262	市民 2.804163646216648	村民 2.785656412947594	民众 2.781702128333593	群众 2.7809968617672856	住民 2.777575306548102	住户 2.768061283712246	人们 2.6773782098347114	公众 2.671853841683075
RESULT	居民.v 2106003045	村民 2.882941920202769	人民 2.8545610947018556	邻里 2.8255607851431437	邻居 2.7852350415949134	社区 2.7840001883297125	群众 2.7642482752293747	人们 2.719084199277169	民众 2.7043703666232406	民 2.692338566631665	民间 2.678933028569441
RESULT	提供.v 2106003027	带来 2.9036543310134957	创造 2.8620432173889756	开辟 2.787261297375145	给予 2.773896662575197	供给 2.7643440362941	找到 2.7601201914199005	提高 2.7406446619873086	带去 2.738543438322588	增加 2.711779272769953	增添 2.691198503926548
RESULT	相识.v 2106003029	认识 2.9948874191836605	相知 2.9836377361513273	结识 2.9620367987115768	相见 2.9496482502399823	识别 2.8339102868338886	交流 2.8043717130153203	共识 2.7961737463655236	了解 2.7929285871464056	见面 2.7904916825590687	见识 2.7873760541840804
RESULT	交往.v 2106003031	交流 3.1244775543585224	沟通 3.0196624969498433	接触 2.962326084942046	联系 2.936698718193007	相交 2.9268236073331755	相处 2.925606874187051	互动 2.896574105153184	往来 2.87430750707143	联络 2.8719455490104737	交通 2.802106299383016
RESULT	机会.v 2106003033	机遇 2.9559699759213216	平台 2.873721458679091	空间 2.8645606003085105	渠道 2.8569961140275697	舞台 2.847109144572556	途径 2.8164721922439986	环境 2.796268116482134	方便 2.7733798349825127	方式 2.768122697780211	便利 2.756669674091775
RESULT	创造.v 2106003040	提供 2.98250383788955	打造 2.943468349417419	营造 2.9185718679493933	制造 2.9049109570841765	创设 2.892508334969077	建立 2.8825328262176817	造成 2.8687304450031346	构建 2.8365737713431773	构造 2.8229061261152126	建设 2.8172552815008305
RESULT	条件.v 2106003042	环境 2.826508648847115	机会 2.735138974318534	基础 2.7277924691006863	机遇 2.7089805275515877	优势 2.6816720570032504	前提 2.6666303891617518	平台 2.6505660728384814	资源 2.637653685280611	条条 2.621465858447426	條件 2.5972161625371277
RESULT	增进.v 2106003050	促进 3.0761090896683454	加深 3.0082969977769554	增加 2.988274245828817	增强 2.9866180822063892	加强 2.922816053856186	提升 2.8782203086374527	扩大 2.8533651135644504	深化 2.8407423727555683	改进 2.836942657076922	加进 2.814257639259781
RESULT	友谊.v 2106003057	友情 2.951922741641435	友好 2.8723541895315914	情谊 2.866473276545239	联谊 2.7970467436029143	朋友 2.7921305173534807	交流 2.7703014611528487	关系 2.7659505873689962	感情 2.7583633390456366	好友 2.7517670879341747	交往 2.742483354880323
RESULT	道.v 2106004008	说 2.7617292360340038	却道 2.559558232730034	点 2.5544692263301463	唱 2.521370642804708	表达 2.508305711913456	表现 2.485078977998083	指 2.467847275912811	写 2.4516209001293388	说道 2.3586525538033785	喊 2.347769127275207
RESULT	向往.v 2106004012	渴望 2.820545148576604	期待 2.6800452355602467	追求 2.6792018147007184	热爱 2.6751800370984733	希望 2.6597195775974467	崇尚 2.596636965622153	渴求 2.5962648864508115	想要 2.5780066214985657	期盼 2.562026745209988	盼望 2.5453087919144677
RESULT	友情.v 2106004013	友谊 3.1268954141496645	亲情 2.860216513756728	友爱 2.7885882464474783	朋友 2.7253384768425812	爱情 2.5633511266602094	情谊 2.5107628725483098	感情 2.504310409940125	亲密 2.5015534605626346	温情 2.4991718548544037	亲人 2.4732199140110493
RESULT	心声.v 2106004015	心 2.6832029409444176	心愿 2.674798524485437	心情 2.6541799331892317	愿望 2.6096580417980846	衷肠 2.59299305611818	深情 2.5471218161655114	情绪 2.530480611504308	感受 2.521773187142504	想法 2.519617284111507	声音 2.502743537785714
RESULT	反映.v 2106004017	体现 2.859197189579397	表现 2.8027067399330687	折射 2.7500334988360864	反射 2.702938145825416	映射 2.682094380151673	反应 2.681267573102631	表达 2.676512975055045	展现 2.6349505202991472	呈现 2.602820434207973	展示 2.5695421798817213
RESULT	渴望.v 2106004020	希望 2.8537784030039437	渴求 2.800180645964633	想要 2.6329867517613974	急于 2.6075670523211167	盼望 2.6073921178424397	期待 2.597062364414617	期望 2.5714650805664765	想 2.559515304262015	寻求 2.553194742404048	渴盼 2.540173056581298
RESULT	愿望.v 2106004026	心愿 2.731874187756199	渴望 2.7305346494652807	欲望 2.7036996349321902	意愿 2.7019875742252264	愿景 2.6298126209028694	希望 2.623282338546277	期望 2.5475385676853675	想法 2.457639038391207	意图 2.448545830978154	盼望 2.445824531821797
RESULT	婚姻.v 2107001006	婚恋 2.147328804372771	新婚 2.12270186912458	结婚 2.107128245109552	婚庆 2.058436220159197	离婚 2.0231413664755302	夫妻 1.960418424064823	姻亲 1.9572470080835873	相亲 1.9178151878707257	婚 1.8890871805824676	爱情 1.8759995939592704
RESULT	婚姻.v 2107002005	婚恋 2.875210047516477	结婚 2.837711511698247	婚嫁 2.733631353103549	姻亲 2.6787280312547272	离婚 2.6616235055236745	婚 2.617147612582042	夫妻 2.614910122196349	恋爱 2.5381387877231436	姻缘 2.529123837114345	家庭 2.5149128987833236
RESULT	婚姻.v 2107003003	婚恋 3.098690938288019	结婚 3.0522358368171245	新婚 2.974302535198624	夫妻 2.971264587447482	姻亲 2.928345908032359	婚嫁 2.9203598140523854	社区 2.9113031912703766	夫妇 2.8588297959756632	家庭 2.855510651784514	情侣 2.8116962210131904
RESULT	婚姻.v 2107003027	婚恋 3.021872179175432	结婚 2.964496870724286	婚庆 2.8632847873207683	新婚 2.827494044541395	婚 2.778347336301471	社区 2.7183813395402074	夫妻 2.702526225184701	姻缘 2.6738613522757513	姻亲 2.6576595629857356	社会 2.6427487734109913
RESULT	婚姻.v 2107004012	结婚 2.748257940260788	婚恋 2.716909689601576	婚 2.6125464420327438	婚嫁 2.583754287257323	姻亲 2.4879190720835447	夫妻 2.4743860899637653	家庭 2.460928542044721	姻缘 2.4512226950428033	征婚 2.3938300489579376	恋爱 2.363548414112869
RESULT	婚姻.v 2107005009	婚恋 3.05386854390569	新婚 2.9666716316930337	结婚 2.9628523020393915	婚嫁 2.928440550984633	姻亲 2.752935201258739	家庭 2.7381348385597426	职业 2.7203591688968856	恋爱 2.7093742367584674	婚 2.703597197012041	相亲 2.678931958629338
RESULT	介绍所.v 2107001007	介绍 2.2571301799910586	中介 2.004285152794242	媒介 1.8186132489896623	绍介 1.7979627183169236	会所 1.7754524398885816	场所 1.7246348998916283	机构 1.7160476579571828	公司 1.7107527311577384	登记 1.6724840415954598	协会 1.671992001251722
RESULT	介绍所.v 2107002006	介绍 2.757243213998599	中介 2.6211544712823223	诊所 2.572246012542617	会所 2.51519299511779	公司 2.423839592779247	场所 2.4158638736555353	绍介 2.3974568124992124	服务 2.3647497101650976	中心 2.317810434734214	顾问 2.310779994951537
RESULT	介绍所.v 2107003004	会所 2.9646960507472913	介绍 2.870463621954881	公所 2.8475625185702915	场所 2.8207131529988247	公司 2.705939989445558	协会 2.686276855591843	会馆 2.6675862757112436	会社 2.6276603620807037	推介 2.567040713354167	场馆 2.5627699725530872
RESULT	介绍所.v 2107005010	介绍 2.953946990789747	公司 2.735765513733581	会所 2.7073700837490215	机构 2.700662453644039	场所 2.694233602779713	公所 2.6370091600342174	协会 2.61229305680354	部门 2.59606359992639	媒介 2.587337978871988	推介 2.5865828409403653
RESULT	批准.v 2107001015	审批 2.149557583608269	核准 2.142012470512529	同意 2.105511717088956	认可 2.091563844810933	许可 2.090983463672658	准许 2.010498248191714	审核 2.0086437970245594	认证 1.911220815179939	批核 1.909495111277874	批 1.8904753207060923
RESULT	未.v 2107001018	没有 2.344857847777325	没 2.3025224425419006	不 2.223589447008748	尚未 2.057978143528678	无 2.044009813176401	未有 2.0272156653428977	并未 2.015433305780628	无法 1.9732093915717561	从未 1.959774667075091	不能 1.9567003496333502
RESULT	个人.v 2107002002	私人 2.877256251399224	个体 2.839131179772073	单人 2.65557764860557	本人 2.631063400600712	人 2.628761544943129	他人 2.608360853505701	自己 2.607311157976457	单位 2.5614369796480774	家庭 2.53732810726226	家人 2.5328639245716102
RESULT	开办.v 2107002003	创办 2.9821926119895306	开设 2.980696143101124	经营 2.918337105920393	举办 2.8956557125458446	兴办 2.885795457614087	主办 2.860970641152742	所办 2.8102961022339836	设立 2.7975254533249068	营办 2.778896050740093	经办 2.772780501534337
RESULT	挂靠.v 2107002008	悬挂 2.7920990600313504	挂 2.7760737674766336	附属 2.6848773191189235	倚靠 2.673773226534322	依附 2.662001694895833	依靠 2.6583950766456095	吊挂 2.6337738335871106	上升 2.612836157856439	贴 2.5899639544631423	靠 2.5792810242168582
RESULT	门下.v 2107002014	门口 2.9307058410716245	门 2.864481024837352	门上 2.8511174713031657	下属 2.694799297358493	窗口 2.6804618834246314	手下 2.6506069369312986	部门 2.6251737770558883	下面 2.623994292727725	手中 2.6116247428177606	户口 2.600617727360425
RESULT	只.v 2107002019	仅 3.039158054468166	仅仅 2.8423217142790627	只要 2.756469691524454	仅只 2.749815001266722	主要 2.7433716783126125	都 2.7365437633756287	不 2.7145752547304776	并不 2.615690854282182	才 2.5655112228835146	还是 2.5640020304019258
RESULT	收取.v 2107002020	收收 2.873505575994942	收 2.865063349520785	征收 2.8288529725544143	收到 2.7702017005046433	支付 2.7566652633069104	接受 2.748177568951202	接收 2.7134663895890245	缴纳 2.7076971337424927	交纳 2.649943424194826	免收 2.6345488962533223
RESULT	管理费.v 2107002021	管理 2.9221820930046873	经费 2.89014710614346	收费 2.8828875678075843	费用 2.8753953935344025	税费 2.7258619832395174	工资 2.6556528266310426	运费 2.649324972058445	监管 2.621453864295056	税收 2.5993120422714613	电费 2.560344815260332
RESULT	很少.v 2107002023	极少 2.9065774124379375	甚少 2.8288586978512775	没有 2.804992536552368	较少 2.7876316585394916	从不 2.7020810436696308	鲜少 2.652898127700721	从未 2.641187873218527	绝少 2.603249402968196	并不 2.600730267727367	更少 2.59812074551789
RESULT	过问.v 2107002024	问 2.883774306451268	访问 2.849135849059189	关注 2.8283721915433633	要求 2.8194147110936107	问题 2.803802455041121	上门 2.780609132226626	问责 2.7682210391743856	通知 2.750436105014274	通过 2.718451256080626	问问 2.6996223314187358
RESULT	更.v 2107003000	较 3.0156004295620105	众 2.8692570979379393	许 2.8089922105766694	很 2.7162329700950836	最 2.6572336349229717	还 2.5111179715336247	多 2.4377735567773713
RESULT	社区.v 2107003008	社会 3.0220942722206505	区域 2.9017444011738576	家庭 2.8564346573345496	人民 2.850312654975327	社团 2.839827188514137	小区 2.822822257754423	居民 2.815771689249117	城市 2.8041100411384168	公民 2.803169502767283	市民 2.790708062592654
RESULT	社区.v 2107003020	社会 3.05914292693617	居民 2.7964400110391603	街区 2.7644319330769673	区域 2.746040287157063	居家 2.7038416395596903	婚姻 2.6973676070785237	地方 2.6811066448500034	地区 2.676912234714339	小区 2.674398895671617	公共 2.659885509322927
RESULT	旗号.v 2107003011	旗帜 3.1889134957699543	旗子 3.100652280635671	口号 3.094914302895757	招牌 3.0605478908912644	幌子 3.0287289027051316	牌子 2.979170990734595	号召 2.9387150219433416	名义 2.922506359586186	名号 2.8944798844606376	旗 2.856344337454041
RESULT	区.v 2107003014	社区 3.186025879832928	辖区 3.1336797728768264	市 3.1309054337206197	城区 3.1199952590954303	该区 3.118897338788794	各区 3.115744357161344	地区 3.114598929254357	区级 3.112753232554654	县 3.100767336930558	当地 3.079950122892569
RESULT	民政.v 2107003015	户政 2.870995422106851	财政 2.841258742494625	公安 2.8379575323304755	政府 2.835895978485568	家政 2.812187086669616	人事 2.796106095762604	卫生 2.750495593920789	民警 2.7330808750930893	公共 2.706353419366846	社会 2.6789768396466433
RESULT	申办.v 2107003017	申请 3.5235684303332757	办理 3.33310313052449	办 3.084301759139511	领取 3.0709319550745193	注册 3.047590791020909	举办 3.0282537716825346	查办 2.9887207632430384	承办 2.978386766530585	购买 2.9460916806499777	递交 2.9122789483200715
RESULT	证.v 2107003022	证明 3.1426856724151757	证件 3.1089099874497395	凭证 3.0571956824803777	卡 3.007955997927744	认证 3.0047973193646214	执照 2.9837405990475423	牌 2.9632659640272028	签证 2.8843735649604914	照 2.8804815084317363	许可 2.8522663950950324
RESULT	便.v 2107003024	就 3.4813871206407967	从而 3.2641595811718527	于是 3.2298846223183877	并 3.215909626110556	即 3.19810500782645	然后 3.194480749300796	从此 3.1917087599175926	才 3.1787760203647117	随后 3.113895847929036	遂 3.0782323241445786
RESULT	开始.v 2107003025	起步 2.792354905649586	起始 2.7769569696928174	正式 2.762428999667681	继续 2.7532792191668007	可以 2.7427061395513372	准备 2.733039747366739	开展 2.686605536161129	始终 2.6809301604892837	启始 2.674075679449337	开门 2.6554070939486714
RESULT	从事.v 2107003026	进行 3.1204849543958297	经营 3.089487529711059	了 3.0499696216583905	做 3.0404254301874616	开展 2.999581360711592	办理 2.966687385174441	涉足 2.958515817798465	参与 2.878181748541592	开办 2.841004973549513	接受 2.826952008159731
RESULT	介绍.v 2107003028	推介 2.8499871625292235	绍介 2.774239681220421	服务 2.771065186473941	推广 2.6997825138293408	婚介 2.663532195009649	代理 2.6491338808324816	介入 2.613700146723983	登记 2.604303502623024	推荐 2.595933062832865	鉴定 2.563619492118093
RESULT	介绍.v 2107004013	推介 2.6050973403716977	绍介 2.5516713769898636	宣传 2.5130587534770066	推广 2.509149967650166	推荐 2.497001158679054	登记 2.372028915025174	介入 2.368669272482482	交易 2.30374517835228	谈判 2.3003507049059477	传播 2.2851751192002565
RESULT	业务.v 2107003029	服务 3.2822664270607076	工作 3.2096874287743704	行业 3.136909757869824	事业 3.1229081266601786	活动 3.079072138550017	事务 3.06671988510726	业 3.018911720435248	职业 2.9811309505493586	产业 2.945022136030691	生意 2.932467942711242
RESULT	不善.v 2107004002	不力 2.7298929098164635	不良 2.6743720827235284	失当 2.470719995485489	欠佳 2.4662153570214764	差 2.4464320541981475	恶劣 2.320428104765157	难 2.3162138742143767	良好 2.3074847380610155	落后 2.276332561190971	太严 2.2732369714707903
RESULT	道德.v 2107004007	德行 2.599360825698865	礼貌 2.5085067183138605	道理 2.4682937111583083	品德 2.46120238527819	诚信 2.4511009018317	道义 2.450954910161443	信用 2.443669406261457	文明 2.439532042563981	德 2.4223375991901532	信誉 2.407120430778521
RESULT	幌子.v 2107004015	旗号 2.6569444724891933	名义 2.502587414821411	旗子 2.4948894669822206	招牌 2.4907043054520837	牌子 2.4903041767455347	噱头 2.450109907557617	口号 2.342942719960399	旗帜 2.3149932836452316	幌 2.2797514131716223	名号 2.2576660705524882
RESULT	采用.v 2107004017	利用 2.913045189430907	通过 2.9127933456375406	采取 2.860106155902867	使用 2.858730180982688	用 2.813953750884612	运用 2.727217696681888	以 2.691776663920905	借用 2.6767460654300037	借助 2.5833538127828013	选择 2.498896661844039
RESULT	刊登.v 2107004018	发布 2.7357736011858957	刊载 2.623802912328838	播放 2.6174311974785196	投放 2.5769764329750977	登载 2.5676039298379396	出版 2.557187866340265	制作 2.538428420360846	制造 2.5187244603082948	印刷 2.516954042677302	发放 2.512781619257246
RESULT	虚假.v 2107004019	假 2.7925315986469386	虚伪 2.677090763258712	虚拟 2.6658895276286168	假冒 2.6516845771950406	欺诈 2.578232330751017	伪 2.5752601138743003	伪造 2.54276273942696	造假 2.5233779419179325	欺骗 2.5061415246194674	真假 2.492312171488966
