RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增强 0.6	增给 0.5	增加 0.3999999999999999	增重 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增加 0.9	增补 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	报载.v 2106002000	报道 1.0	来源 0.9	文章 0.8	通讯 0.7	简报 0.6	消息 0.5	报导 0.3999999999999999	据 0.29999999999999993	刊载 0.19999999999999996	讲述 0.09999999999999998
RESULT	改善.v 2106002004	改善 1.0	优化 0.9	加强 0.8	调和 0.7	改进 0.6	促进 0.5	转变 0.3999999999999999	完善 0.29999999999999993	提升 0.19999999999999996	善化 0.09999999999999998
RESULT	改善.v 2106003037	改善 1.0	优化 0.9	加强 0.8	促进 0.7	增进 0.6	改进 0.5	善化 0.3999999999999999	调和 0.29999999999999993	美化 0.19999999999999996	好 0.09999999999999998
RESULT	邻里.v 2106002005	邻里 1.0	人际 0.9	居家 0.8	居民 0.7	睦邻 0.6	亲疏 0.5	社会 0.3999999999999999	友邻 0.29999999999999993	亲缘 0.19999999999999996	同居 0.09999999999999998
RESULT	邻里.v 2106002022	友好 1.0	相助 0.9	社会 0.8	睦邻 0.7	社区 0.6	友邻 0.5	亲友 0.3999999999999999	友爱 0.29999999999999993	亲朋 0.19999999999999996	居家 0.09999999999999998
RESULT	邻里.v 2106003017	邻里 1.0	亲友 0.9	亲情 0.8	亲子 0.7	友好 0.6	亲疏 0.5	亲密 0.3999999999999999	亲缘 0.29999999999999993	亲善 0.19999999999999996	亲属 0.09999999999999998
RESULT	邻里.v 2106003038	睦邻 1.0	亲友 0.9	家庭 0.8	友好 0.7	社会 0.6	亲疏 0.5	亲密 0.3999999999999999	亲缘 0.29999999999999993	亲子 0.19999999999999996	人际 0.09999999999999998
RESULT	邻里.v 2106004023	邻里 1.0	社里 0.9	城里 0.8	鄰里 0.7	连里 0.6	居里 0.5	同里 0.3999999999999999	乡里 0.29999999999999993	良好 0.19999999999999996	家里 0.09999999999999998
RESULT	关系.v 2106002006	关系 1.0	联系 0.9	干系 0.8	关联 0.7	交往 0.6	条件 0.5	连系 0.3999999999999999	系统 0.29999999999999993	状况 0.19999999999999996	来往 0.09999999999999998
RESULT	关系.v 2106003018	关系 1.0	联系 0.9	关联 0.8	干系 0.7	交流 0.6	交往 0.5	关心 0.3999999999999999	团结 0.29999999999999993	合作 0.19999999999999996	互助 0.09999999999999998
RESULT	关系.v 2106003039	联系 1.0	干系 0.9	合作 0.8	友好 0.7	互动 0.6	来往 0.5	结构 0.3999999999999999	环境 0.29999999999999993	沟通 0.19999999999999996	条件 0.09999999999999998
RESULT	关系.v 2106004024	关系 1.0	联系 0.9	关联 0.8	关心 0.7	干系 0.6	关怀 0.5	关关 0.3999999999999999	关连 0.29999999999999993	连系 0.19999999999999996	关爱 0.09999999999999998
RESULT	搞好.v 2106002008	加强 1.0	促进 0.9	营造 0.8	维护 0.7	提高 0.6	提升 0.5	树立 0.3999999999999999	强化 0.29999999999999993	完善 0.19999999999999996	搞好 0.09999999999999998
RESULT	精神文明.v 2106002010	精神文明 1.0	物质文明 0.9	文明 0.8	精神 0.7	文化 0.6	道德 0.5	社会 0.3999999999999999	思想 0.29999999999999993	品德 0.19999999999999996	心灵 0.09999999999999998
RESULT	建设.v 2106002011	建设 1.0	创建 0.9	创设 0.8	建筑 0.7	建构 0.6	构建 0.5	工作 0.3999999999999999	建成 0.29999999999999993	建造 0.19999999999999996	工程 0.09999999999999998
RESULT	发起.v 2106002013	举办 1.0	发起 0.9	召开 0.8	倡导 0.7	组织 0.6	掀起 0.5	举行 0.3999999999999999	开展 0.29999999999999993	启动 0.19999999999999996	引发 0.09999999999999998
RESULT	帮.v 2106002018	帮 1.0	协助 0.9	忙 0.8	解决 0.7	做 0.6	助 0.5	请 0.3999999999999999	伸 0.29999999999999993	奉献 0.19999999999999996	服务 0.09999999999999998
RESULT	帮.v 2106004003	帮 1.0	协 0.9	找 0.8	忙 0.7	提 0.6	伸 0.5	做 0.3999999999999999	助 0.29999999999999993	辅 0.19999999999999996	代 0.09999999999999998
RESULT	忙.v 2106002020	助理 1.0	急忙 0.9	大忙 0.8	力量 0.7	事儿 0.6	什么 0.5	活儿 0.3999999999999999	正忙 0.29999999999999993	紧急 0.19999999999999996	促进 0.09999999999999998
RESULT	忙.v 2106004005	助手 1.0	活儿 0.9	料理 0.8	大忙 0.7	倒忙 0.6	难事 0.5	事儿 0.3999999999999999	急事 0.29999999999999993	慌忙 0.19999999999999996	力气 0.09999999999999998
RESULT	互助.v 2106002023	互助 1.0	相助 0.9	协助 0.8	合作 0.7	联谊 0.6	扶助 0.5	友好 0.3999999999999999	援助 0.29999999999999993	互帮 0.19999999999999996	团结 0.09999999999999998
RESULT	连.v 2106003004	连 1.0	联 0.9	共 0.8	同 0.7	通 0.6	大户 0.5	一家 0.3999999999999999	密 0.29999999999999993	带 0.19999999999999996	团结 0.09999999999999998
RESULT	评议.v 2106003008	评议 1.0	制度 0.9	评比 0.8	评选 0.7	活动 0.6	评估 0.5	评定 0.3999999999999999	考核 0.29999999999999993	评价 0.19999999999999996	管理 0.09999999999999998
RESULT	文明.v 2106003011	文明 1.0	优秀 0.9	道德 0.8	清廉 0.7	良好 0.6	健康 0.5	明白 0.3999999999999999	好 0.29999999999999993	明星 0.19999999999999996	明德 0.09999999999999998
RESULT	志愿者.v 2106003012	志愿者 1.0	志愿 0.9	青年 0.8	志愿队 0.7	自愿者 0.6	工作者 0.5	志士 0.3999999999999999	队员 0.29999999999999993	义工 0.19999999999999996	愿者 0.09999999999999998
RESULT	监督.v 2106003013	监督 1.0	督查 0.9	督导 0.8	督察 0.7	服务 0.6	监理 0.5	监察 0.3999999999999999	监护 0.29999999999999993	管理 0.19999999999999996	监管 0.09999999999999998
RESULT	岗.v 2106003014	岗 1.0	站 0.9	点 0.8	哨 0.7	管理 0.6	班子 0.5	小组 0.3999999999999999	检查 0.29999999999999993	卡 0.19999999999999996	制度 0.09999999999999998
RESULT	设置.v 2106003016	建立 1.0	开设 0.9	建设 0.8	开展 0.7	创设 0.6	制定 0.5	增设 0.3999999999999999	创建 0.29999999999999993	开辟 0.19999999999999996	增进 0.09999999999999998
RESULT	公益.v 2106003019	公益 1.0	宣传 0.9	公告 0.8	公示 0.7	公开 0.6	公共 0.5	公关 0.3999999999999999	益民 0.29999999999999993	公报 0.19999999999999996	活动 0.09999999999999998
RESULT	广告.v 2106003020	广告 1.0	广播 0.9	宣传 0.8	活动 0.7	信息 0.6	告示 0.5	传播 0.3999999999999999	促销 0.29999999999999993	栏 0.19999999999999996	电话 0.09999999999999998
RESULT	广告.v 2107004021	广告 1.0	宣传 0.9	信息 0.8	广播 0.7	公告 0.6	告示 0.5	推广 0.3999999999999999	报告 0.29999999999999993	传单 0.19999999999999996	宣告 0.09999999999999998
RESULT	广告.v 2107005013	广告 1.0	宣传 0.9	信息 0.8	推广 0.7	推销 0.6	传单 0.5	传播 0.3999999999999999	促销 0.29999999999999993	公告 0.19999999999999996	传言 0.09999999999999998
RESULT	形式.v 2106003022	方式 1.0	形式 0.9	措施 0.8	模式 0.7	办法 0.6	手段 0.5	做法 0.3999999999999999	方法 0.29999999999999993	途径 0.19999999999999996	活动 0.09999999999999998
RESULT	居民.v 2106003026	居民 1.0	住户 0.9	居住 0.8	居委 0.7	业主 0.6	居者 0.5	群众 0.3999999999999999	民众 0.29999999999999993	住民 0.19999999999999996	人民 0.09999999999999998
RESULT	居民.v 2106003045	住户 1.0	群众 0.9	人们 0.8	住民 0.7	大家 0.6	业主 0.5	百姓 0.3999999999999999	人民 0.29999999999999993	社会 0.19999999999999996	市民 0.09999999999999998
RESULT	提供.v 2106003027	提供 1.0	带来 0.9	供应 0.8	供 0.7	供给 0.6	创造 0.5	增加 0.3999999999999999	营造 0.29999999999999993	建立 0.19999999999999996	赢得 0.09999999999999998
RESULT	相识.v 2106003029	相识 1.0	认识 0.9	相知 0.8	相聚 0.7	相见 0.6	交流 0.5	相互 0.3999999999999999	互动 0.29999999999999993	相认 0.19999999999999996	相熟 0.09999999999999998
RESULT	交往.v 2106003031	交往 1.0	交流 0.9	沟通 0.8	合作 0.7	联系 0.6	往来 0.5	接触 0.3999999999999999	谈话 0.29999999999999993	联络 0.19999999999999996	互动 0.09999999999999998
RESULT	机会.v 2106003033	机会 1.0	平台 0.9	时机 0.8	良机 0.7	场所 0.6	机遇 0.5	契机 0.3999999999999999	可能 0.29999999999999993	环境 0.19999999999999996	渠道 0.09999999999999998
RESULT	创造.v 2106003040	创造 1.0	营造 0.9	创建 0.8	缔造 0.7	制造 0.6	建立 0.5	构造 0.3999999999999999	创设 0.29999999999999993	打造 0.19999999999999996	开创 0.09999999999999998
RESULT	条件.v 2106003042	条件 1.0	环境 0.9	前提 0.8	可能 0.7	良机 0.6	有利 0.5	情况 0.3999999999999999	契机 0.29999999999999993	要素 0.19999999999999996	情境 0.09999999999999998
RESULT	增进.v 2106003050	促进 1.0	增进 0.9	加强 0.8	增加 0.7	加深 0.6	增强 0.5	扩大 0.3999999999999999	促成 0.29999999999999993	推进 0.19999999999999996	强化 0.09999999999999998
RESULT	友谊.v 2106003057	情谊 1.0	友好 0.9	友爱 0.8	合作 0.7	联系 0.6	友情 0.5	友谊 0.3999999999999999	友善 0.29999999999999993	谊 0.19999999999999996	信任 0.09999999999999998
RESULT	道.v 2106004008	道 1.0	说 0.9	讲 0.8	透露 0.7	提 0.6	引 0.5	表达 0.3999999999999999	指 0.29999999999999993	写 0.19999999999999996	点 0.09999999999999998
RESULT	向往.v 2106004012	向往 1.0	渴望 0.9	渴求 0.8	期待 0.7	期盼 0.6	渴盼 0.5	往往 0.3999999999999999	盼望 0.29999999999999993	向来 0.19999999999999996	憧憬 0.09999999999999998
RESULT	友情.v 2106004013	友情 1.0	友谊 0.9	亲情 0.8	同情 0.7	友好 0.6	交情 0.5	爱情 0.3999999999999999	温情 0.29999999999999993	朋友 0.19999999999999996	合情 0.09999999999999998
RESULT	心声.v 2106004015	心声 1.0	心愿 0.9	心音 0.8	心情 0.7	话 0.6	话语 0.5	意愿 0.3999999999999999	内心 0.29999999999999993	声音 0.19999999999999996	声声 0.09999999999999998
RESULT	反映.v 2106004017	反映 1.0	映射 0.9	反射 0.8	表现 0.7	映 0.6	表露 0.5	揭示 0.3999999999999999	显示 0.29999999999999993	昭示 0.19999999999999996	倒映 0.09999999999999998
RESULT	渴望.v 2106004020	渴望 1.0	盼望 0.9	希望 0.8	愿望 0.7	渴求 0.6	期望 0.5	欲望 0.3999999999999999	想要 0.29999999999999993	迫切 0.19999999999999996	热望 0.09999999999999998
RESULT	愿望.v 2106004026	愿望 1.0	希望 0.9	盼望 0.8	欲望 0.7	想望 0.6	愿意 0.5	要求 0.3999999999999999	意愿 0.29999999999999993	期望 0.19999999999999996	需求 0.09999999999999998
RESULT	婚姻.v 2107001006	婚姻 1.0	夫妻 0.9	姻缘 0.8	爱情 0.7	婚 0.6	结婚 0.5	姻亲 0.3999999999999999	恋爱 0.29999999999999993	婚恋 0.19999999999999996	姻 0.09999999999999998
RESULT	婚姻.v 2107002005	婚姻 1.0	婚 0.9	婚恋 0.8	夫妻 0.7	结婚 0.6	姻缘 0.5	爱情 0.3999999999999999	姻 0.29999999999999993	婚嫁 0.19999999999999996	婚礼 0.09999999999999998
RESULT	婚姻.v 2107003003	婚姻 1.0	夫妻 0.9	婚恋 0.8	姻缘 0.7	姻 0.6	爱情 0.5	结婚 0.3999999999999999	情感 0.29999999999999993	婚嫁 0.19999999999999996	婚 0.09999999999999998
RESULT	婚姻.v 2107003027	爱情 1.0	结婚 0.9	情感 0.8	夫妻 0.7	家庭 0.6	离婚 0.5	相亲 0.3999999999999999	恋爱 0.29999999999999993	亲子 0.19999999999999996	嫁娶 0.09999999999999998
RESULT	婚姻.v 2107004012	婚姻 1.0	爱情 0.9	结婚 0.8	姻缘 0.7	恋爱 0.6	夫妻 0.5	感情 0.3999999999999999	婚 0.29999999999999993	情侣 0.19999999999999996	嫁娶 0.09999999999999998
RESULT	婚姻.v 2107005009	婚姻 1.0	姻缘 0.9	爱情 0.8	夫妻 0.7	结婚 0.6	婚 0.5	婚恋 0.3999999999999999	恋爱 0.29999999999999993	情感 0.19999999999999996	感情 0.09999999999999998
RESULT	介绍所.v 2107001007	介绍所 1.0	中介 0.9	中介机构 0.8	鉴定所 0.7	宣传单 0.6	宣传 0.5	宣传点 0.3999999999999999	服务中心 0.29999999999999993	宣传部 0.19999999999999996	顾问 0.09999999999999998
RESULT	介绍所.v 2107002006	介绍所 1.0	鉴定所 0.9	中介机构 0.8	宣传部 0.7	宣传单 0.6	自助 0.5	家庭 0.3999999999999999	服务所 0.29999999999999993	信息 0.19999999999999996	经纪人 0.09999999999999998
RESULT	介绍所.v 2107003004	介绍所 1.0	鉴定所 0.9	服务所 0.8	家庭 0.7	所 0.6	介绍人 0.5
RESULT	介绍所.v 2107005010	介绍所 1.0	广告公司 0.9	介绍 0.8	宣传部 0.7	经纪人 0.6	中介 0.5	鉴定所 0.3999999999999999	宣传单 0.29999999999999993	中介机构 0.19999999999999996	传媒 0.09999999999999998
RESULT	批准.v 2107001015	批准 1.0	准许 0.9	许可 0.8	审批 0.7	认可 0.6	准予 0.5	同意 0.3999999999999999	核准 0.29999999999999993	准入 0.19999999999999996	允许 0.09999999999999998
RESULT	未.v 2107001018	未 1.0	不曾 0.9	从未 0.8	无法 0.7	并未 0.6	尚未 0.5	缺少 0.3999999999999999	难以 0.29999999999999993	毫无 0.19999999999999996	很少 0.09999999999999998
RESULT	个人.v 2107002002	个人 1.0	私人 0.9	个体 0.8	自己 0.7	本人 0.6	单人 0.5	个别 0.3999999999999999	自个 0.29999999999999993	人人 0.19999999999999996	独人 0.09999999999999998
RESULT	开办.v 2107002003	开办 1.0	兴办 0.9	创办 0.8	举办 0.7	经办 0.6	承办 0.5	经营 0.3999999999999999	发起 0.29999999999999993	主办 0.19999999999999996	开设 0.09999999999999998
RESULT	挂靠.v 2107002008	挂靠 1.0	靠 0.9	依靠 0.8	隶属 0.7	直接 0.6	附属 0.5	背靠 0.3999999999999999	依托 0.29999999999999993	属于 0.19999999999999996	外挂 0.09999999999999998
RESULT	门下.v 2107002014	门下 1.0	名下 0.9	部门 0.8	单位 0.7	旗下 0.6	下属 0.5	牌子 0.3999999999999999	门户 0.29999999999999993	关系 0.19999999999999996	手下 0.09999999999999998
RESULT	只.v 2107002019	只 1.0	仅 0.9	单独 0.8	不 0.7	隻 0.6	唯独 0.5	惟 0.3999999999999999	仍然 0.29999999999999993	独自 0.19999999999999996	就是 0.09999999999999998
RESULT	收取.v 2107002020	收取 1.0	征收 0.9	收 0.8	缴纳 0.7	支付 0.6	交纳 0.5	交 0.3999999999999999	索取 0.29999999999999993	收受 0.19999999999999996	取得 0.09999999999999998
RESULT	管理费.v 2107002021	管理费 1.0	经费 0.9	费用 0.8	手续费 0.7	资金 0.6	费 0.5	资费 0.3999999999999999	路费 0.29999999999999993	运费 0.19999999999999996	服务费 0.09999999999999998
RESULT	很少.v 2107002023	很少 1.0	不曾 0.9	不予 0.8	极少 0.7	从不 0.6	少有 0.5	没有 0.3999999999999999	缺少 0.29999999999999993	不许 0.19999999999999996	并未 0.09999999999999998
RESULT	过问.v 2107002024	顾及 1.0	顾问 0.9	上门 0.8	经营 0.7	经费 0.6	询问 0.5	考察 0.3999999999999999	来访 0.29999999999999993	出钱 0.19999999999999996	回访 0.09999999999999998
RESULT	更.v 2107003000	更 1.0	越来 0.9	愈来 0.8	较 0.7	尤其 0.6	很 0.5	如今 0.3999999999999999	还有 0.29999999999999993	许 0.19999999999999996	相当 0.09999999999999998
RESULT	社区.v 2107003008	社区 1.0	社会 0.9	居者 0.8	居民 0.7	小区 0.6	居委 0.5	辖区 0.3999999999999999	居所 0.29999999999999993	居住 0.19999999999999996	区域 0.09999999999999998
RESULT	社区.v 2107003020	居民 1.0	居委 0.9	居住 0.8	居家 0.7	居者 0.6	居所 0.5	街区 0.3999999999999999	集体 0.29999999999999993	辖区 0.19999999999999996	居室 0.09999999999999998
RESULT	旗号.v 2107003011	旗号 1.0	名义 0.9	口号 0.8	招牌 0.7	名号 0.6	牌子 0.5	大旗 0.3999999999999999	宣传 0.29999999999999993	标牌 0.19999999999999996	宗旨 0.09999999999999998
RESULT	区.v 2107003014	市 1.0	地方 0.9	片区 0.8	街道 0.7	居 0.6	当地 0.5	各区 0.3999999999999999	县 0.29999999999999993	辖区 0.19999999999999996	镇 0.09999999999999998
RESULT	民政.v 2107003015	民政 1.0	政府 0.9	人民 0.8	行政 0.7	有关 0.6	居委 0.5	居民 0.3999999999999999	房产 0.29999999999999993	司法 0.19999999999999996	户政 0.09999999999999998
RESULT	申办.v 2107003017	领取 1.0	领 0.9	申办 0.8	办理 0.7	申领 0.6	提供 0.5	办 0.3999999999999999	递交 0.29999999999999993	申请 0.19999999999999996	提交 0.09999999999999998
RESULT	证.v 2107003022	证 1.0	卡 0.9	许可 0.8	凭证 0.7	认证 0.6	资格 0.5	照 0.3999999999999999	牌 0.29999999999999993	权证 0.19999999999999996	手续 0.09999999999999998
RESULT	便.v 2107003024	便 1.0	就 0.9	即 0.8	随即 0.7	遂 0.6	于是 0.5	从此 0.3999999999999999	则 0.29999999999999993	正式 0.19999999999999996	也 0.09999999999999998
RESULT	开始.v 2107003025	开始 1.0	正式 0.9	起始 0.8	初始 0.7	起步 0.6	开端 0.5	启始 0.3999999999999999	始终 0.29999999999999993	可以 0.19999999999999996	伊始 0.09999999999999998
RESULT	从事.v 2107003026	从事 1.0	进行 0.9	做 0.8	涉足 0.7	专事 0.6	经营 0.5	致力 0.3999999999999999	担任 0.29999999999999993	业务 0.19999999999999996	尝试 0.09999999999999998
RESULT	介绍.v 2107003028	推介 1.0	宣传 0.9	推广 0.8	信息 0.7	传播 0.6	推销 0.5	咨询 0.3999999999999999	传递 0.29999999999999993	推荐 0.19999999999999996	顾问 0.09999999999999998
RESULT	介绍.v 2107004013	介绍 1.0	推销 0.9	宣传 0.8	推介 0.7	承诺 0.6	推广 0.5	促销 0.3999999999999999	广告 0.29999999999999993	经纪 0.19999999999999996	营销 0.09999999999999998
RESULT	业务.v 2107003029	工作 1.0	业务 0.9	行当 0.8	活动 0.7	行业 0.6	职业 0.5	项目 0.3999999999999999	作业 0.29999999999999993	业 0.19999999999999996	行动 0.09999999999999998
RESULT	不善.v 2107004002	不善 1.0	不好 0.9	混乱 0.8	欠佳 0.7	不严 0.6	不周 0.5	不当 0.3999999999999999	不力 0.29999999999999993	不良 0.19999999999999996	粗放 0.09999999999999998
RESULT	道德.v 2107004007	道德 1.0	德行 0.9	德 0.8	公德 0.7	义气 0.6	文明 0.5	道义 0.3999999999999999	信誉 0.29999999999999993	正义 0.19999999999999996	良心 0.09999999999999998
RESULT	幌子.v 2107004015	旗号 1.0	招牌 0.9	名义 0.8	幌子 0.7	牌子 0.6	借口 0.5	口号 0.3999999999999999	名目 0.29999999999999993	假象 0.19999999999999996	掩护 0.09999999999999998
RESULT	采用.v 2107004017	采用 1.0	采取 0.9	利用 0.8	通过 0.7	借以 0.6	引用 0.5	使用 0.3999999999999999	动用 0.29999999999999993	选择 0.19999999999999996	蓄意 0.09999999999999998
RESULT	刊登.v 2107004018	刊登 1.0	发布 0.9	登载 0.8	发表 0.7	登出 0.6	刊发 0.5	刊载 0.3999999999999999	出版 0.29999999999999993	印发 0.19999999999999996	印刷 0.09999999999999998
RESULT	虚假.v 2107004019	虚假 1.0	假冒 0.9	伪造 0.8	假 0.7	造假 0.6	冒牌 0.5	虚伪 0.3999999999999999	虚构 0.29999999999999993	虚拟 0.19999999999999996	欺骗 0.09999999999999998
RESULT	虚假.v 2107005012	虚假 1.0	假冒 0.9	虚构 0.8	假 0.7	虚伪 0.6	虚拟 0.5	造假 0.3999999999999999	捏造 0.29999999999999993	不实 0.19999999999999996	伪造 0.09999999999999998
RESULT	征婚.v 2107004020	求婚 1.0	征婚 0.9	订婚 0.8	结婚 0.7	招生 0.6	求爱 0.5	嫁娶 0.3999999999999999	出嫁 0.29999999999999993	订亲 0.19999999999999996	交友 0.09999999999999998
RESULT	手段.v 2107004023	手段 1.0	方式 0.9	方法 0.8	措施 0.7	伎俩 0.6	办法 0.5	手法 0.3999999999999999	招数 0.29999999999999993	做法 0.19999999999999996	法子 0.09999999999999998
RESULT	骗人.v 2107004024	骗取 1.0	骗人 0.9	骗 0.8	蒙骗 0.7	诈骗 0.6	骗走 0.5	诱骗 0.3999999999999999	赚取 0.29999999999999993	骗骗 0.19999999999999996	欺骗 0.09999999999999998
RESULT	钱财.v 2107004025	钱 1.0	钱财 0.9	财物 0.8	金钱 0.7	钱物 0.6	财产 0.5	财富 0.3999999999999999	财 0.29999999999999993	钱粮 0.19999999999999996	银子 0.09999999999999998
RESULT	一家.v 2107005008	一家 1.0	一间 0.9	一个 0.8	一所 0.7	一位 0.6	一张 0.5	一起 0.3999999999999999	一场 0.29999999999999993	一名 0.19999999999999996	一连 0.09999999999999998
RESULT	蒙骗.v 2107005015	蒙骗 1.0	骗 0.9	诱骗 0.8	欺骗 0.7	坑骗 0.6	诈骗 0.5	骗走 0.3999999999999999	迷惑 0.29999999999999993	诱惑 0.19999999999999996	牵连 0.09999999999999998
RESULT	白搭.v 2107005017	白搭 1.0	搭 0.9	花 0.8	白白 0.7	搭上 0.6	白花 0.5	付 0.3999999999999999	凑 0.29999999999999993	赔 0.19999999999999996	混淆 0.09999999999999998
RESULT	几百元.v 2107005020	几百 1.0	多元 0.9	几千 0.8	几十 0.7	上百 0.6	多次 0.5	几万 0.3999999999999999	高兴 0.29999999999999993	高价 0.19999999999999996	几元 0.09999999999999998
RESULT	登记.v 2107005022	登记 1.0	注册 0.9	记账 0.8	拍卖 0.7	备案 0.6	认证 0.5	档案 0.3999999999999999	拍照 0.29999999999999993	注销 0.19999999999999996	登录 0.09999999999999998
RESULT	费.v 2107005023	费用 1.0	手续 0.9	款项 0.8	资费 0.7	税费 0.6	收费 0.5	金额 0.3999999999999999	额度 0.29999999999999993	报销 0.19999999999999996	卡费 0.09999999999999998
RESULT	费.v 2107005028	手续 1.0	收费 0.9	金钱 0.8	价钱 0.7	服务 0.6	酬金 0.5	花销 0.3999999999999999	礼金 0.29999999999999993	资金 0.19999999999999996	消费 0.09999999999999998
