RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增给 0.6	增强 0.5	增生 0.3999999999999999	增加 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增补 0.9	增加 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	柜子.v 2105008015	柜子 1.0	衣柜 0.9	木柜 0.8	屉子 0.7	匣子 0.6	柜 0.5	储藏 0.3999999999999999	书柜 0.29999999999999993	屋子 0.19999999999999996	书房 0.09999999999999998
RESULT	不好意思.v 2105008018	愿意 1.0	敢 0.9	好意思 0.8	肯 0.7	想 0.6	愿 0.5	让 0.3999999999999999	懒得 0.29999999999999993	便 0.19999999999999996	乐意 0.09999999999999998
RESULT	挂.v 2105008019	挂 1.0	拔 0.9	悬挂 0.8	摆 0.7	扯 0.6	拿 0.5	提 0.3999999999999999	张挂 0.29999999999999993	取 0.19999999999999996	揭 0.09999999999999998
RESULT	报载.v 2106002000	报道 1.0	来源 0.9	文章 0.8	报导 0.7	刊载 0.6	通讯 0.5	据 0.3999999999999999	报载 0.29999999999999993	消息 0.19999999999999996	摘要 0.09999999999999998
RESULT	改善.v 2106002004	改善 1.0	优化 0.9	加强 0.8	调和 0.7	改进 0.6	促进 0.5	完善 0.3999999999999999	善化 0.29999999999999993	转变 0.19999999999999996	提高 0.09999999999999998
RESULT	改善.v 2106003037	改善 1.0	促进 0.9	改进 0.8	优化 0.7	加强 0.6	增进 0.5	调和 0.3999999999999999	善化 0.29999999999999993	美化 0.19999999999999996	调整 0.09999999999999998
RESULT	邻里.v 2106002005	邻里 1.0	人际 0.9	居民 0.8	亲疏 0.7	居家 0.6	家庭 0.5	睦邻 0.3999999999999999	社会 0.29999999999999993	亲缘 0.19999999999999996	友邻 0.09999999999999998
RESULT	邻里.v 2106002022	友好 1.0	社会 0.9	相助 0.8	睦邻 0.7	社区 0.6	亲友 0.5	友邻 0.3999999999999999	亲朋 0.29999999999999993	友爱 0.19999999999999996	居民 0.09999999999999998
RESULT	邻里.v 2106003017	邻里 1.0	亲友 0.9	亲情 0.8	亲缘 0.7	亲子 0.6	亲疏 0.5	友好 0.3999999999999999	亲善 0.29999999999999993	亲密 0.19999999999999996	亲属 0.09999999999999998
RESULT	邻里.v 2106003038	睦邻 1.0	亲友 0.9	家庭 0.8	友好 0.7	社会 0.6	亲疏 0.5	亲缘 0.3999999999999999	亲子 0.29999999999999993	亲密 0.19999999999999996	人际 0.09999999999999998
RESULT	邻里.v 2106004023	邻里 1.0	社里 0.9	城里 0.8	鄰里 0.7	居里 0.6	连里 0.5	同里 0.3999999999999999	良好 0.29999999999999993	家里 0.19999999999999996	乡里 0.09999999999999998
RESULT	关系.v 2106002006	关系 1.0	联系 0.9	干系 0.8	关联 0.7	状况 0.6	交往 0.5	系统 0.3999999999999999	连系 0.29999999999999993	条件 0.19999999999999996	情况 0.09999999999999998
RESULT	关系.v 2106003018	关系 1.0	联系 0.9	关联 0.8	干系 0.7	交流 0.6	关心 0.5	交往 0.3999999999999999	团结 0.29999999999999993	友好 0.19999999999999996	合作 0.09999999999999998
RESULT	关系.v 2106003039	联系 1.0	干系 0.9	合作 0.8	友好 0.7	互动 0.6	友谊 0.5	环境 0.3999999999999999	沟通 0.29999999999999993	来往 0.19999999999999996	结构 0.09999999999999998
RESULT	关系.v 2106004024	关系 1.0	关联 0.9	联系 0.8	关心 0.7	关怀 0.6	关连 0.5	关关 0.3999999999999999	干系 0.29999999999999993	连系 0.19999999999999996	关爱 0.09999999999999998
RESULT	搞好.v 2106002008	加强 1.0	促进 0.9	营造 0.8	维护 0.7	提高 0.6	树立 0.5	完善 0.3999999999999999	搞好 0.29999999999999993	打造 0.19999999999999996	提升 0.09999999999999998
RESULT	精神文明.v 2106002010	精神文明 1.0	物质文明 0.9	精神 0.8	文化 0.7	文明 0.6	道德 0.5	社会 0.3999999999999999	心灵 0.29999999999999993	魂灵 0.19999999999999996	思想 0.09999999999999998
RESULT	建设.v 2106002011	建设 1.0	创建 0.9	建筑 0.8	创设 0.7	建构 0.6	构建 0.5	工作 0.3999999999999999	建造 0.29999999999999993	建立 0.19999999999999996	修建 0.09999999999999998
RESULT	发起.v 2106002013	举办 1.0	发起 0.9	召开 0.8	组织 0.7	掀起 0.6	倡导 0.5	开展 0.3999999999999999	举行 0.29999999999999993	引发 0.19999999999999996	启动 0.09999999999999998
RESULT	帮.v 2106002018	帮 1.0	协助 0.9	忙 0.8	解决 0.7	助 0.6	做 0.5	伸 0.3999999999999999	请 0.29999999999999993	援 0.19999999999999996	提供 0.09999999999999998
RESULT	帮.v 2106004003	帮 1.0	协 0.9	找 0.8	忙 0.7	提 0.6	伸 0.5	做 0.3999999999999999	辅 0.29999999999999993	助 0.19999999999999996	代 0.09999999999999998
RESULT	忙.v 2106002020	助手 1.0	急忙 0.9	大忙 0.8	事儿 0.7	什么 0.6	活儿 0.5	促进 0.3999999999999999	倒忙 0.29999999999999993	紧忙 0.19999999999999996	正忙 0.09999999999999998
RESULT	忙.v 2106004005	助手 1.0	活儿 0.9	料理 0.8	倒忙 0.7	大忙 0.6	难事 0.5	急事 0.3999999999999999	事儿 0.29999999999999993	慌忙 0.19999999999999996	困难 0.09999999999999998
RESULT	互助.v 2106002023	互助 1.0	相助 0.9	协助 0.8	合作 0.7	联谊 0.6	扶助 0.5	互帮 0.3999999999999999	友好 0.29999999999999993	援助 0.19999999999999996	团结 0.09999999999999998
RESULT	连.v 2106003004	连 1.0	联 0.9	同 0.8	共 0.7	通 0.6	一家 0.5	大户 0.3999999999999999	密切 0.29999999999999993	关 0.19999999999999996	接 0.09999999999999998
RESULT	评议.v 2106003008	评议 1.0	评比 0.9	制度 0.8	评选 0.7	评估 0.6	活动 0.5	评定 0.3999999999999999	评价 0.29999999999999993	考核 0.19999999999999996	检查 0.09999999999999998
RESULT	文明.v 2106003011	文明 1.0	优秀 0.9	道德 0.8	健康 0.7	清廉 0.6	良好 0.5	明白 0.3999999999999999	明德 0.29999999999999993	清洁 0.19999999999999996	明明 0.09999999999999998
RESULT	志愿者.v 2106003012	志愿者 1.0	志愿 0.9	志愿队 0.8	青年 0.7	义工 0.6	志士 0.5	工作者 0.3999999999999999	自愿者 0.29999999999999993	使者 0.19999999999999996	队员 0.09999999999999998
RESULT	监督.v 2106003013	监督 1.0	督查 0.9	督导 0.8	督察 0.7	服务 0.6	监理 0.5	管理 0.3999999999999999	检查 0.29999999999999993	督促 0.19999999999999996	监察 0.09999999999999998
RESULT	岗.v 2106003014	岗 1.0	站 0.9	点 0.8	哨 0.7	管理 0.6	班 0.5	检查 0.3999999999999999	台 0.29999999999999993	卡 0.19999999999999996	小组 0.09999999999999998
RESULT	设置.v 2106003016	建立 1.0	开设 0.9	建设 0.8	增设 0.7	创设 0.6	开辟 0.5	开展 0.3999999999999999	制定 0.29999999999999993	创建 0.19999999999999996	树立 0.09999999999999998
RESULT	公益.v 2106003019	公益 1.0	宣传 0.9	公开 0.8	公共 0.7	公告 0.6	公示 0.5	公关 0.3999999999999999	益民 0.29999999999999993	活动 0.19999999999999996	慈善 0.09999999999999998
RESULT	广告.v 2106003020	广告 1.0	广播 0.9	宣传 0.8	信息 0.7	告示 0.6	活动 0.5	传播 0.3999999999999999	栏 0.29999999999999993	电话 0.19999999999999996	促销 0.09999999999999998
RESULT	广告.v 2107004021	广告 1.0	宣传 0.9	信息 0.8	广播 0.7	公告 0.6	告示 0.5	推广 0.3999999999999999	报告 0.29999999999999993	传单 0.19999999999999996	预告 0.09999999999999998
RESULT	广告.v 2107005013	广告 1.0	宣传 0.9	信息 0.8	推广 0.7	传单 0.6	推销 0.5	传播 0.3999999999999999	公告 0.29999999999999993	促销 0.19999999999999996	报导 0.09999999999999998
RESULT	形式.v 2106003022	形式 1.0	方式 0.9	措施 0.8	模式 0.7	办法 0.6	手段 0.5	做法 0.3999999999999999	途径 0.29999999999999993	活动 0.19999999999999996	样式 0.09999999999999998
RESULT	居民.v 2106003026	居民 1.0	住户 0.9	居住 0.8	业主 0.7	居委 0.6	民众 0.5	群众 0.3999999999999999	居者 0.29999999999999993	住民 0.19999999999999996	人民 0.09999999999999998
RESULT	居民.v 2106003045	住户 1.0	人们 0.9	群众 0.8	百姓 0.7	大家 0.6	业主 0.5	人民 0.3999999999999999	住民 0.29999999999999993	市民 0.19999999999999996	社区 0.09999999999999998
RESULT	提供.v 2106003027	提供 1.0	带来 0.9	供 0.8	供应 0.7	供给 0.6	创造 0.5	增加 0.3999999999999999	营造 0.29999999999999993	增添 0.19999999999999996	建立 0.09999999999999998
RESULT	相识.v 2106003029	相识 1.0	认识 0.9	相知 0.8	相聚 0.7	相见 0.6	互动 0.5	相熟 0.3999999999999999	交流 0.29999999999999993	认知 0.19999999999999996	相认 0.09999999999999998
RESULT	交往.v 2106003031	交往 1.0	交流 0.9	沟通 0.8	合作 0.7	往来 0.6	接触 0.5	联系 0.3999999999999999	谈话 0.29999999999999993	互动 0.19999999999999996	交谈 0.09999999999999998
RESULT	机会.v 2106003033	机会 1.0	时机 0.9	平台 0.8	场所 0.7	良机 0.6	契机 0.5	机遇 0.3999999999999999	时间 0.29999999999999993	环境 0.19999999999999996	可能 0.09999999999999998
RESULT	创造.v 2106003040	创造 1.0	营造 0.9	缔造 0.8	建立 0.7	创建 0.6	制造 0.5	构造 0.3999999999999999	打造 0.29999999999999993	开创 0.19999999999999996	创出 0.09999999999999998
RESULT	条件.v 2106003042	条件 1.0	环境 0.9	前提 0.8	有利 0.7	可能 0.6	良机 0.5	情况 0.3999999999999999	契机 0.29999999999999993	情境 0.19999999999999996	要素 0.09999999999999998
RESULT	增进.v 2106003050	促进 1.0	增进 0.9	加强 0.8	增加 0.7	增强 0.6	加深 0.5	扩大 0.3999999999999999	推进 0.29999999999999993	强化 0.19999999999999996	增长 0.09999999999999998
RESULT	友谊.v 2106003057	友谊 1.0	情谊 0.9	友好 0.8	友情 0.7	友爱 0.6	联系 0.5	合作 0.3999999999999999	友善 0.29999999999999993	谊 0.19999999999999996	信任 0.09999999999999998
RESULT	道.v 2106004008	道 1.0	说 0.9	透露 0.8	讲 0.7	提 0.6	引 0.5	指 0.3999999999999999	表达 0.29999999999999993	写 0.19999999999999996	揭示 0.09999999999999998
RESULT	向往.v 2106004012	向往 1.0	渴望 0.9	渴求 0.8	向来 0.7	期待 0.6	往往 0.5	期盼 0.3999999999999999	渴盼 0.29999999999999993	盼望 0.19999999999999996	憧憬 0.09999999999999998
RESULT	友情.v 2106004013	友情 1.0	亲情 0.9	友谊 0.8	同情 0.7	交情 0.6	温情 0.5	爱情 0.3999999999999999	真情 0.29999999999999993	友好 0.19999999999999996	性情 0.09999999999999998
RESULT	心声.v 2106004015	心声 1.0	心音 0.9	心愿 0.8	心情 0.7	话 0.6	意愿 0.5	内心 0.3999999999999999	心 0.29999999999999993	心潮 0.19999999999999996	声音 0.09999999999999998
RESULT	反映.v 2106004017	反映 1.0	映 0.9	反射 0.8	映射 0.7	表现 0.6	表露 0.5	揭示 0.3999999999999999	倒映 0.29999999999999993	昭示 0.19999999999999996	显示 0.09999999999999998
RESULT	渴望.v 2106004020	渴望 1.0	盼望 0.9	希望 0.8	愿望 0.7	渴求 0.6	欲望 0.5	想要 0.3999999999999999	期望 0.29999999999999993	热望 0.19999999999999996	迫切 0.09999999999999998
RESULT	愿望.v 2106004026	愿望 1.0	希望 0.9	盼望 0.8	欲望 0.7	想望 0.6	要求 0.5	期望 0.3999999999999999	意愿 0.29999999999999993	需求 0.19999999999999996	愿意 0.09999999999999998
RESULT	婚姻.v 2107001006	婚姻 1.0	爱情 0.9	夫妻 0.8	姻缘 0.7	姻亲 0.6	结婚 0.5	恋爱 0.3999999999999999	婚 0.29999999999999993	婚恋 0.19999999999999996	姻 0.09999999999999998
RESULT	婚姻.v 2107002005	婚姻 1.0	婚恋 0.9	婚 0.8	结婚 0.7	夫妻 0.6	姻缘 0.5	爱情 0.3999999999999999	恋爱 0.29999999999999993	姻 0.19999999999999996	婚嫁 0.09999999999999998
RESULT	婚姻.v 2107003003	婚姻 1.0	婚恋 0.9	夫妻 0.8	姻缘 0.7	爱情 0.6	姻 0.5	情感 0.3999999999999999	结婚 0.29999999999999993	姻亲 0.19999999999999996	婚 0.09999999999999998
RESULT	婚姻.v 2107003027	爱情 1.0	结婚 0.9	情感 0.8	夫妻 0.7	家庭 0.6	亲子 0.5	亲属 0.3999999999999999	相亲 0.29999999999999993	恋爱 0.19999999999999996	离婚 0.09999999999999998
RESULT	婚姻.v 2107004012	婚姻 1.0	爱情 0.9	结婚 0.8	姻缘 0.7	恋爱 0.6	夫妻 0.5	情侣 0.3999999999999999	婚恋 0.29999999999999993	感情 0.19999999999999996	婚 0.09999999999999998
RESULT	婚姻.v 2107005009	婚姻 1.0	姻缘 0.9	爱情 0.8	婚恋 0.7	结婚 0.6	夫妻 0.5	婚 0.3999999999999999	恋爱 0.29999999999999993	姻亲 0.19999999999999996	情感 0.09999999999999998
RESULT	介绍所.v 2107001007	介绍所 1.0	中介 0.9	宣传单 0.8	鉴定所 0.7	宣传 0.6	中介机构 0.5	介绍 0.3999999999999999	宣传点 0.29999999999999993	服务中心 0.19999999999999996	信息 0.09999999999999998
RESULT	介绍所.v 2107002006	介绍所 1.0	鉴定所 0.9	宣传部 0.8	信息 0.7	中介机构 0.6	宣传单 0.5	家庭 0.3999999999999999	宣传 0.29999999999999993	自助 0.19999999999999996	中介 0.09999999999999998
RESULT	介绍所.v 2107003004	介绍所 1.0	鉴定所 0.9	服务所 0.8	家庭 0.7	教育所 0.6	资讯所 0.5
RESULT	介绍所.v 2107005010	介绍所 1.0	介绍 0.9	广告公司 0.8	鉴定所 0.7	经纪人 0.6	宣传部 0.5	宣传单 0.3999999999999999	传媒 0.29999999999999993	中介 0.19999999999999996	中介机构 0.09999999999999998
RESULT	批准.v 2107001015	批准 1.0	准许 0.9	许可 0.8	审批 0.7	认可 0.6	核准 0.5	同意 0.3999999999999999	准予 0.29999999999999993	允许 0.19999999999999996	审核 0.09999999999999998
RESULT	未.v 2107001018	未 1.0	不曾 0.9	无法 0.8	并未 0.7	从未 0.6	尚未 0.5	缺少 0.3999999999999999	难以 0.29999999999999993	毫无 0.19999999999999996	少 0.09999999999999998
RESULT	个人.v 2107002002	个人 1.0	私人 0.9	个体 0.8	自己 0.7	本人 0.6	单人 0.5	自个 0.3999999999999999	个别 0.29999999999999993	人 0.19999999999999996	独人 0.09999999999999998
RESULT	开办.v 2107002003	开办 1.0	创办 0.9	兴办 0.8	经办 0.7	举办 0.6	经营 0.5	承办 0.3999999999999999	主办 0.29999999999999993	发起 0.19999999999999996	自办 0.09999999999999998
RESULT	挂靠.v 2107002008	挂靠 1.0	靠 0.9	依靠 0.8	隶属 0.7	直接 0.6	附属 0.5	背靠 0.3999999999999999	属于 0.29999999999999993	外挂 0.19999999999999996	依托 0.09999999999999998
RESULT	门下.v 2107002014	门下 1.0	名下 0.9	部门 0.8	下属 0.7	旗下 0.6	单位 0.5	门户 0.3999999999999999	手下 0.29999999999999993	门前 0.19999999999999996	领导 0.09999999999999998
RESULT	只.v 2107002019	只 1.0	仅 0.9	单独 0.8	不 0.7	唯独 0.6	惟独 0.5	隻 0.3999999999999999	仍然 0.29999999999999993	独自 0.19999999999999996	纯粹 0.09999999999999998
RESULT	收取.v 2107002020	收取 1.0	征收 0.9	收 0.8	缴纳 0.7	交 0.6	支付 0.5	交纳 0.3999999999999999	收受 0.29999999999999993	索取 0.19999999999999996	取得 0.09999999999999998
RESULT	管理费.v 2107002021	管理费 1.0	经费 0.9	费用 0.8	手续费 0.7	资金 0.6	资费 0.5	费 0.3999999999999999	服务费 0.29999999999999993	路费 0.19999999999999996	运费 0.09999999999999998
RESULT	很少.v 2107002023	很少 1.0	不曾 0.9	极少 0.8	不予 0.7	少有 0.6	没有 0.5	从不 0.3999999999999999	缺少 0.29999999999999993	不会 0.19999999999999996	并未 0.09999999999999998
RESULT	过问.v 2107002024	顾及 1.0	顾问 0.9	上门 0.8	经营 0.7	经费 0.6	出钱 0.5	关照 0.3999999999999999	来访 0.29999999999999993	询问 0.19999999999999996	来往 0.09999999999999998
RESULT	更.v 2107003000	更 1.0	越来 0.9	愈来 0.8	较 0.7	尤其 0.6	如今 0.5	很 0.3999999999999999	许 0.29999999999999993	还有 0.19999999999999996	比较 0.09999999999999998
RESULT	社区.v 2107003008	社区 1.0	社会 0.9	居民 0.8	小区 0.7	居者 0.6	区域 0.5	居住 0.3999999999999999	辖区 0.29999999999999993	居委 0.19999999999999996	居所 0.09999999999999998
RESULT	社区.v 2107003020	居民 1.0	居住 0.9	居委 0.8	居家 0.7	居者 0.6	街区 0.5	辖区 0.3999999999999999	集体 0.29999999999999993	小区 0.19999999999999996	居所 0.09999999999999998
RESULT	旗号.v 2107003011	旗号 1.0	名义 0.9	口号 0.8	招牌 0.7	牌子 0.6	大旗 0.5	标牌 0.3999999999999999	宣传 0.29999999999999993	名号 0.19999999999999996	宗旨 0.09999999999999998
RESULT	区.v 2107003014	市 1.0	地方 0.9	片区 0.8	县 0.7	居 0.6	街道 0.5	镇 0.3999999999999999	当地 0.29999999999999993	各区 0.19999999999999996	政府 0.09999999999999998
RESULT	民政.v 2107003015	民政 1.0	政府 0.9	人民 0.8	行政 0.7	有关 0.6	居委 0.5	居民 0.3999999999999999	司法 0.29999999999999993	房产 0.19999999999999996	户政 0.09999999999999998
RESULT	申办.v 2107003017	领取 1.0	申办 0.9	申领 0.8	领 0.7	办理 0.6	办 0.5	提供 0.3999999999999999	申请 0.29999999999999993	递交 0.19999999999999996	提交 0.09999999999999998
RESULT	证.v 2107003022	证 1.0	卡 0.9	凭证 0.8	许可 0.7	照 0.6	资格 0.5	牌 0.3999999999999999	认证 0.29999999999999993	权证 0.19999999999999996	手续 0.09999999999999998
RESULT	便.v 2107003024	便 1.0	即 0.9	就 0.8	随即 0.7	遂 0.6	于是 0.5	从此 0.3999999999999999	则 0.29999999999999993	正式 0.19999999999999996	也 0.09999999999999998
RESULT	开始.v 2107003025	开始 1.0	正式 0.9	起始 0.8	初始 0.7	可以 0.6	开端 0.5	立即 0.3999999999999999	起步 0.29999999999999993	始终 0.19999999999999996	启始 0.09999999999999998
RESULT	从事.v 2107003026	从事 1.0	进行 0.9	做 0.8	涉足 0.7	经营 0.6	从业 0.5	专事 0.3999999999999999	致力 0.29999999999999993	担任 0.19999999999999996	尝试 0.09999999999999998
RESULT	介绍.v 2107003028	推介 1.0	宣传 0.9	信息 0.8	咨询 0.7	传播 0.6	推广 0.5	传递 0.3999999999999999	传媒 0.29999999999999993	媒介 0.19999999999999996	推销 0.09999999999999998
RESULT	介绍.v 2107004013	介绍 1.0	宣传 0.9	推销 0.8	推介 0.7	承诺 0.6	营销 0.5	广告 0.3999999999999999	导向 0.29999999999999993	咨询 0.19999999999999996	信息 0.09999999999999998
RESULT	业务.v 2107003029	工作 1.0	业务 0.9	行当 0.8	活动 0.7	行业 0.6	职业 0.5	作业 0.3999999999999999	项目 0.29999999999999993	业 0.19999999999999996	专业 0.09999999999999998
RESULT	不善.v 2107004002	不善 1.0	不好 0.9	混乱 0.8	欠佳 0.7	不严 0.6	不当 0.5	不力 0.3999999999999999	不周 0.29999999999999993	不良 0.19999999999999996	粗放 0.09999999999999998
RESULT	道德.v 2107004007	道德 1.0	德行 0.9	德 0.8	信誉 0.7	公德 0.6	道义 0.5	文明 0.3999999999999999	义气 0.29999999999999993	诚信 0.19999999999999996	良心 0.09999999999999998
RESULT	幌子.v 2107004015	旗号 1.0	招牌 0.9	名义 0.8	幌子 0.7	牌子 0.6	借口 0.5	口号 0.3999999999999999	假象 0.29999999999999993	广告 0.19999999999999996	名目 0.09999999999999998
RESULT	采用.v 2107004017	采用 1.0	采取 0.9	利用 0.8	通过 0.7	借以 0.6	使用 0.5	引用 0.3999999999999999	选择 0.29999999999999993	动用 0.19999999999999996	运用 0.09999999999999998
RESULT	刊登.v 2107004018	刊登 1.0	登载 0.9	发布 0.8	发表 0.7	登出 0.6	刊载 0.5	刊发 0.3999999999999999	印刷 0.29999999999999993	印发 0.19999999999999996	出版 0.09999999999999998
RESULT	虚假.v 2107004019	虚假 1.0	假冒 0.9	伪造 0.8	假 0.7	造假 0.6	虚伪 0.5	冒牌 0.3999999999999999	虚构 0.29999999999999993	虚拟 0.19999999999999996	欺骗 0.09999999999999998
RESULT	虚假.v 2107005012	虚假 1.0	假冒 0.9	虚构 0.8	假 0.7	虚伪 0.6	不实 0.5	造假 0.3999999999999999	虚拟 0.29999999999999993	捏造 0.19999999999999996	伪造 0.09999999999999998
RESULT	征婚.v 2107004020	求婚 1.0	征婚 0.9	订婚 0.8	结婚 0.7	求爱 0.6	招生 0.5	订亲 0.3999999999999999	嫁娶 0.29999999999999993	出嫁 0.19999999999999996	求亲 0.09999999999999998
RESULT	手段.v 2107004023	手段 1.0	方式 0.9	措施 0.8	方法 0.7	伎俩 0.6	办法 0.5	手法 0.3999999999999999	招数 0.29999999999999993	做法 0.19999999999999996	招术 0.09999999999999998
RESULT	骗人.v 2107004024	骗人 1.0	骗取 0.9	骗 0.8	蒙骗 0.7	诈骗 0.6	骗骗 0.5	骗走 0.3999999999999999	赚取 0.29999999999999993	骗财 0.19999999999999996	诱骗 0.09999999999999998
RESULT	钱财.v 2107004025	钱财 1.0	钱物 0.9	金钱 0.8	钱 0.7	财物 0.6	财富 0.5	财产 0.3999999999999999	钱粮 0.29999999999999993	财 0.19999999999999996	银子 0.09999999999999998
RESULT	一家.v 2107005008	一家 1.0	一间 0.9	一个 0.8	一所 0.7	一位 0.6	一张 0.5	一起 0.3999999999999999	一场 0.29999999999999993	一户 0.19999999999999996	一名 0.09999999999999998
RESULT	蒙骗.v 2107005015	蒙骗 1.0	骗 0.9	诱骗 0.8	欺骗 0.7	诈骗 0.6	坑骗 0.5	迷惑 0.3999999999999999	骗走 0.29999999999999993	陷害 0.19999999999999996	忽悠 0.09999999999999998
RESULT	白搭.v 2107005017	白搭 1.0	搭 0.9	花 0.8	白白 0.7	白花 0.6	赔 0.5	搭上 0.3999999999999999	混淆 0.29999999999999993	翻 0.19999999999999996	混 0.09999999999999998
RESULT	几百元.v 2107005020	几百 1.0	多元 0.9	几千 0.8	几十 0.7	上百 0.6	多次 0.5	几万 0.3999999999999999	多几 0.29999999999999993	高兴 0.19999999999999996	数百 0.09999999999999998
